SETTLEMENTDATE,TOTALDEMAND,RRP
2020-01-11,7263.744791666668,47.52583333333332
2020-01-12,6792.416666666665,42.106249999999996
2020-01-13,7407.147083333332,45.02645833333333
2020-01-14,7895.085208333333,52.261874999999996
2020-01-15,8132.4302083333305,53.72979166666668
2020-01-16,8147.563541666664,48.60541666666666
2020-01-17,7667.08125,41.84104166666666
2020-01-18,7111.982083333332,45.449375
2020-01-19,7027.028958333332,60.737500000000004
2020-01-20,8134.332708333335,72.80187500000002
2020-01-21,8107.235833333333,53.35062500000001
2020-01-22,8892.226666666666,58.747916666666676
2020-01-23,10173.917916666667,224.00895833333334
2020-01-24,8941.812708333333,62.588750000000005
2020-01-25,8263.586249999998,57.423750000000005
2020-01-26,8750.469583333334,57.813958333333325
2020-01-27,8564.945833333335,61.365624999999994
2020-01-28,9629.795624999999,85.96625
2020-01-29,8920.190833333332,80.50854166666667
2020-01-30,9191.99041666667,185.37395833333335
2020-01-31,10217.707291666668,1539.43
2020-02-01,10653.156250000002,185.91562499999995
2020-02-02,9299.234583333337,64.03833333333333
2020-02-03,8653.178125,47.89270833333334
2020-02-04,7432.763749999999,41.95729166666667
2020-02-05,7638.969583333335,45.93854166666666
2020-02-06,7829.723124999998,47.104375
2020-02-07,7687.515416666669,43.180625
2020-02-08,7117.027083333332,32.13375
2020-02-09,7064.819791666665,32.52333333333335
2020-02-10,7826.514583333331,48.612500000000004
2020-02-11,8284.551458333333,59.80750000000001
2020-02-12,8245.922708333334,54.92125000000001
2020-02-13,8414.698958333332,72.44145833333332
2020-02-14,8061.711875,65.71041666666667
2020-02-15,7477.09645833333,63.92583333333334
2020-02-16,7313.478541666667,57.13770833333334
2020-02-17,8143.765,69.63020833333334
2020-02-18,8715.751875,62.61833333333333
2020-02-19,7774.717083333336,55.199166666666656
2020-02-20,7571.2989583333365,67.72895833333335
2020-02-21,7651.983541666666,51.84104166666666
2020-02-22,7089.666458333334,45.056875
2020-02-23,7090.057083333334,49.367916666666666
2020-02-24,8005.957916666666,53.00104166666667
2020-02-25,8397.812083333334,60.77291666666665
2020-02-26,8443.9425,48.20708333333332
2020-02-27,7827.513958333333,48.865
2020-02-28,7553.343125,46.84083333333333
2020-02-29,7207.313541666667,45.63479166666667
2020-03-01,7484.765416666669,42.72666666666666
2020-03-02,8621.63020833333,59.19979166666667
2020-03-03,7951.616666666665,49.579375
2020-03-04,7974.059583333332,51.64833333333332
2020-03-05,8093.834166666667,54.16604166666668
2020-03-06,7885.240625000001,58.14208333333334
2020-03-07,6925.706875,43.59041666666666
2020-03-08,6657.4733333333315,35.44416666666666
2020-03-09,7284.506875000003,40.744791666666664
2020-03-10,7390.626875000001,48.059583333333336
2020-03-11,7418.582499999998,43.29104166666668
2020-03-12,7494.088958333334,41.89270833333333
2020-03-13,7333.363333333332,41.925833333333344
2020-03-14,6972.203541666665,39.35895833333334
2020-03-15,6640.718750000001,33.841249999999995
2020-03-16,7334.405416666669,43.235625
2020-03-17,7387.452708333335,51.907500000000006
2020-03-18,7290.9385416666655,47.052708333333335
2020-03-19,7696.435,46.30208333333332
2020-03-20,7990.082500000001,42.86604166666666
2020-03-21,7006.861250000001,47.888124999999995
2020-03-22,6786.752499999999,40.09270833333334
2020-03-23,6679.13,49.56
